user_id,skills,solved_count,attempts,user_type
913948,,1,0,NA
1045021,C,6,24,W
1320412,Java|Scala,4,10,W
1307170,C|Java|C++,125,59,W
1176099,Java,0,1,W
913956,Python|C++,2,0,S
913957,C|Java|C++,12,23,W
913958,Java,0,6,W
1176105,C++,3,6,NA
938891,Python|C++,3,2,S
1045037,Python|C|PHP|JavaScript(Rhino)|C++,9,14,NA
913966,Python|C,11,29,W
1045039,C#|PHP|Java,47,329,W
1176112,C|C++,13,11,NA
913972,Python,1,3,NA
913973,C|Java|Objective-C,3,30,W
1320416,C++,0,4,NA
1307191,Java,5,1,W
1045048,C++,2,13,W
913977,Java,2,36,S
913978,Java,0,2,NA
913979,C#,2,0,W
913981,Python|C|PHP|Java,14,19,S
1176126,Java|C++,3,0,NA
1045057,C,7,6,W
1307205,C++,20,8,W
1045062,C++,30,5,W
1307207,Java,1,6,W
1438281,C|Java,6,11,W
921434,Java,0,15,NA
1307213,C|Java,11,26,W
1045071,Java,2,4,W
1307216,Java,12,16,W
914005,PHP,0,1,NA
914008,Java,0,3,W
1045087,C|C++,96,55,W
914018,C|C++,6,7,W
914020,C|PHP,6,7,W
914021,C|Java,0,10,W
921435,C++,0,6,W
1013090,C|Java,3,11,W
1176172,C|Java|C++,10,7,W
1045101,Python|C|Java|C++,54,63,NA
914031,C|Java|C++,67,94,W
1307248,C,0,2,NA
960716,C++,0,2,S
1176179,Java,0,1,W
914037,C++,8,8,S
1276736,C,0,1,NA
1438327,C,0,2,W
1045113,Java,0,2,W
1176186,Java,6,24,NA
914043,C#|C++,6,29,W
1045116,C,3,8,W
1176190,C++,4,3,W
1307264,C++,4,1,W
1048007,C,1,6,W
1176197,C#|C,4,10,W
914055,C|PHP,1,4,S
1349172,C,0,1,W
914057,Java,0,1,NA
914058,PHP,0,3,W
1438347,C,0,1,W
1438350,Java,2,3,W
914063,Python,2,0,W
914064,C,0,10,NA
1045140,C++|Perl,6,6,W
914070,C,1,1,NA
914074,Java,3,17,W
914075,Python|C,6,7,NA
914078,C#,6,7,W
1307296,Java,0,3,NA
1307299,C|Java|C++,34,7,NA
1167517,C|Java,2,10,NA
1438373,C++,0,1,W
1211208,Ruby,0,1,W
1307304,C,10,6,W
914089,C++,77,30,W
1045162,C++,5,17,NA
1045163,Java,2,2,W
1307308,Java,0,1,NA
1176237,Java,0,2,W
1353525,C++,22,8,NA
914101,Java|C++,1,2,W
914102,Java,0,1,NA
1176248,C++,1,0,NA
914105,C,0,1,NA
914107,Java,0,6,NA
914108,C,1,2,NA
1176253,Python|Java|C++,11,9,W
1045182,C|C++,1,4,NA
914111,C,1,3,W
914112,C|Java,1,13,S
1176257,C,1,2,NA
1045186,C++,11,15,W
1045187,C|C++,79,57,W
1045188,C|C++,14,15,NA
914117,Python|Text|C|Java|C++,5,39,W
914120,Java,12,5,W
1307337,C|C++,2,11,W
1276750,Python,0,7,NA
1176267,C,5,79,NA
914124,JavaScript,0,1,NA
914125,PHP,0,1,W
914127,C++,3,3,W
914128,C|Java,1,20,S
1307346,Python,7,9,W
1307349,C,5,3,NA
914134,C,0,1,S
1318610,Java,1,5,NA
914139,C,17,23,S
1080145,C|Java,3,33,NA
914143,Java,3,4,S
914144,Java,1,4,NA
1342290,Python|C|C++,115,82,NA
1320445,Java,0,2,NA
1307365,,2,0,W
1176294,Python,0,2,NA
914152,C++,4,12,S
1069833,Java,6,2,NA
1307373,C++,1,0,NA
1080148,Go|JavaScript(Node.js)|Java|C++,52,63,W
1045231,C|C++,19,30,NA
914163,Java,0,2,NA
1307380,C,1,3,NA
992768,Python|C|C++,72,58,W
1045240,Java,15,16,W
914171,Java,0,1,NA
1045244,C|Java|C++,96,101,W
914173,C,9,28,NA
914174,Java|Perl,4,19,W
914176,C++,1,8,S
914177,Java,1,0,NA
1307396,C|Ruby,10,2,NA
1096021,Python|Python 3,6,39,W
914182,Python|C|Java|C++,40,145,W
1307399,Java,0,2,NA
1088001,Java,5,18,W
1307403,Java,0,2,NA
1176333,Python|C|C++,13,6,NA
1176335,Java,1,0,NA
914193,Java,0,4,NA
914196,Java|C++,9,8,W
1167536,Java,1,0,W
1307415,C++,10,3,NA
1045272,Ruby,2,2,W
914202,C|PHP,6,19,W
1102001,Python|C|C++,36,18,W
1307422,Java,0,2,W
1176352,Python|C++,73,67,W
1176355,Java,0,1,NA
1014621,C++,5,3,W
914214,Python|Java,5,9,W
1045287,Java,1,11,W
1045288,C|Java|C++,42,38,W
914217,Perl,0,4,NA
914218,Java,3,2,W
1307436,Java,0,2,NA
914221,PHP,1,1,NA
1045294,C|C++,29,16,NA
1117845,C,0,1,NA
914224,C,0,5,NA
1176370,Python|C|Java|C++,143,79,W
941236,Java,4,1,S
1233077,C++,3,3,W
1045302,Java,1,0,W
914232,Python,6,8,W
1045306,Python|C#|C|C++,43,66,NA
1014625,Java,14,22,NA
914237,Java,10,29,W
1307454,Java,1,3,NA
1176384,C++,3,5,NA
914241,Python|Java,16,23,W
1045314,C,2,0,W
1438532,C|C++,23,14,NA
1014627,C|C++,7,1,NA
1045323,Python|C|C++,5,11,NA
914253,C,0,21,W
949092,C++,1,1,W
1176403,Java,2,1,W
1045332,C++,8,14,NA
914261,Ruby,0,4,NA
1045336,C|C++,49,71,NA
1307482,Java,1,0,NA
914267,Java,4,1,W
1307484,C,2,2,NA
1307485,C|C++,4,8,NA
914270,C#|Java,4,6,W
1307488,C|Java,0,10,W
914273,Python|C|Java|C++,62,133,W
914275,Java|C++,22,16,S
1176420,C++,6,5,NA
1176422,Java,7,3,NA
914279,Text|Java,32,33,W
1045352,C++,6,22,W
914281,C,0,4,NA
1307498,C|Java|C++,31,25,NA
1438572,C,0,1,NA
914287,Python|C#|Java|C++,6,18,W
914288,C++,4,10,S
1307506,C++,5,2,NA
1307507,C++,8,20,NA
1307510,,1,0,W
1307511,Ruby|Java,5,10,W
1145707,Python,3,1,W
1045370,Java|C++,2,2,W
1307516,C|Java,0,8,NA
914302,C,0,9,W
969454,C++,12,7,W
1307520,Java,0,2,W
1307522,C,1,2,NA
1353886,C|C++,1,8,NA
914308,Python|C,5,32,NA
1307525,C|C++,22,17,W
1320472,C|PHP,0,3,NA
914311,C,0,2,NA
1307528,C|C++,19,15,W
1176457,Python,1,0,W
914314,Python|C|Java|C++,245,134,W
1176459,Python|C++,22,24,NA
1045388,C#,8,9,W
1045389,C++,2,7,W
1427441,C++,2,4,W
1045392,C,4,6,NA
1045393,Java,35,28,W
914323,Java,21,17,W
914324,Java,3,14,NA
1045398,Python|Java|JavaScript(Rhino)|C++,1,4,NA
1307543,Java,0,15,NA
1045402,C,3,4,NA
1307547,Python,4,15,NA
949105,Python|C,10,20,S
1307549,C++,2,0,NA
1307551,Python|C++,10,15,NA
914337,Java,1,5,NA
1307554,C++,1,9,NA
1045411,Java|C++,9,5,NA
949107,C|Java|Python|C++|Perl|Ruby,4,31,W
1045418,C|C++,37,39,NA
1045421,Java,5,5,W
1211252,C++,1,6,NA
1307569,JavaScript(Node.js)|C,2,3,W
914355,C|C++,2,2,NA
914357,C++,0,3,W
914358,C++,5,2,NA
914359,C|C++,4,20,NA
1307576,Java,18,22,W
1176505,C#|PHP,5,9,W
914362,C#|C|C++,9,8,W
914363,C#|Ruby|C|Java|C++,47,112,W
1045438,C|C++,49,70,W
1052382,C++,6,1,NA
1045440,Java|C++,15,31,W
914369,Python,0,4,S
914370,C,0,1,W
914371,Python|C++,13,8,NA
914372,Ruby,6,1,W
1307589,C#,0,4,W
914374,C++,2,2,S
1307591,C++,97,18,NA
914377,Python|C++,11,21,S
1045450,C,6,8,NA
1176523,C++,4,4,NA
914380,C,0,7,S
1307598,Java,0,2,NA
914384,Python|Java|C++,26,31,S
1307601,Java,7,10,W
914387,C,3,14,S
1045461,C|C++,10,10,NA
914391,C++,2,6,S
1305525,Java,1,0,W
1364177,C++,9,4,NA
1045471,Java,3,2,NA
914400,Python,1,7,NA
914401,C|C++,15,15,S
1307618,Java,0,2,NA
914403,C++,0,8,S
1045476,C|Java|C++,40,161,W
1045477,C|C++,20,22,NA
914406,Python,0,4,S
914407,C|C++,1,4,S
1045481,C#,4,46,NA
1307628,Python|C|Java,26,68,NA
914413,C|C++,6,9,NA
914414,Python|C,1,4,W
914417,PHP,0,1,NA
1123882,C++,45,30,NA
1045491,C|C++,12,34,W
914420,C,0,1,S
914427,PHP|Java,16,31,W
914428,C,1,5,S
914429,C++,4,1,S
914431,C|Java,8,13,W
914432,C,1,1,W
1307649,C++,1,0,NA
914436,Python,2,19,W
914437,Java,4,22,W
914438,Java|C++,7,4,S
1045511,Python|C|C++,21,34,W
914440,C|Java|C++,42,83,S
1045515,C|Java|C++,9,27,NA
1045516,Python|C|Java,10,13,W
1176589,C#,1,1,W
914446,JavaScript,0,1,NA
1045519,Java,0,8,NA
1045520,C|Java|Objective-C,15,20,NA
1307670,Java,8,4,W
914457,Python|Java,3,7,W
914458,C#|C|Java|C++,28,50,W
914460,C,5,10,S
1233116,C++,1,0,NA
914463,C|C++,5,34,W
1307681,C++,17,21,NA
1045538,C|C++,47,51,NA
914468,Python|C|C++,33,81,S
1307685,Java|C++,6,18,W
1276808,C,0,1,W
1307687,C,0,1,W
914472,Python|C|PHP|Java|C++,31,42,S
1045546,C,1,2,NA
914476,PHP|C++,2,4,W
1307693,C,11,8,NA
914478,Python|C|Java|C++,22,31,W
1045551,Java,3,8,NA
1438769,C,0,1,NA
914482,Python|C++,41,17,S
1045555,C,12,19,NA
1307700,C++,4,6,W
914485,Java|C++,14,38,S
1045558,PHP,0,2,NA
1045559,C,0,6,W
1261883,C,1,5,NA
914492,C|C++,0,11,NA
1045566,C++,9,2,NA
1307712,Java,1,5,W
1045570,Python,4,5,W
1045572,Java,1,1,W
1307719,Java,12,24,W
1102051,C++,15,1,W
1307722,Java,0,2,W
1045579,C,2,13,NA
1176653,PHP|Java,2,7,NA
1045584,C,1,9,NA
1045586,C|C++,115,46,NA
914515,Python,4,12,W
1276816,Python,2,3,NA
914519,C,1,4,S
1045592,C|C++,28,20,W
914522,Java,0,1,NA
1045595,C|Java|Python|C++|JavaScript(Node.js)|PHP,20,21,W
1045600,C++,6,12,W
1045601,C++,47,17,NA
1176676,Java,2,1,NA
914533,Python|C++,8,22,S
1307750,C++,2,2,NA
1307751,C++,1,2,NA
914536,C++,5,3,NA
914537,Java|Perl,1,13,S
914539,Python|C|C++,6,27,W
1176684,C,6,22,NA
914543,C,0,1,S
1307762,Python|Java,3,2,W
1176691,C|Java|C++,5,4,W
1176693,C++,0,1,W
1307766,C,0,1,NA
905451,C|PHP|Java|C++,4,0,W
1045625,Java,3,4,W
914554,C|C++,0,5,NA
1176699,C++,7,3,NA
1307774,C,9,4,W
1114945,C|Java,5,7,W
1307776,Java,0,4,NA
1307779,Java,0,2,NA
914567,Java,14,18,W
1252863,Java,2,0,W
1045642,Python|C|Java|C++,18,21,W
914575,Java,0,1,NA
1045648,C++,6,6,NA
1045651,C++,18,38,W
1307796,Java,0,3,NA
1307797,Java,4,1,W
1045654,C++,19,15,NA
914583,C,0,5,NA
1045659,C++,1,15,W
1045661,Python|C|C++,70,65,W
914590,C|JavaScript|Ruby,6,7,W
1045665,C,2,9,NA
1045669,C|C++,13,11,W
1045670,Python|PHP|Java,22,17,W
1045671,C++,4,2,W
1045672,C|Java,13,20,W
1307817,C,0,1,NA
1045674,C,7,23,NA
914604,C#,5,10,W
1307821,Java,1,2,W
1045678,Java,3,5,W
1307823,Java,1,7,W
914608,Java,1,0,NA
1438900,Java|C|Ruby,0,3,NA
1045685,Python,3,19,NA
1438903,Java,2,3,NA
914617,C|C++,4,56,S
1176762,Python|C|Python 3|C++,33,6,NA
914620,Python,7,9,W
1307837,Java,1,1,NA
914623,C++,1,1,S
1438914,C++,3,0,W
914632,C++,0,10,W
914634,Java,0,1,NA
914635,C|C++,1,15,NA
1045709,Java,10,6,W
1276836,Python,0,1,W
1045711,C++,14,6,NA
1045712,C|Java|C++,194,174,W
1045713,Python|C++,13,20,W
914643,C++,1,0,W
1045717,C|C++,7,12,NA
914646,C++,6,24,W
1045719,Java|C++,0,2,W
914648,PHP,1,5,W
1045723,C#|Perl,2,1,W
1386417,C,1,1,W
1307869,,1,0,NA
914654,Java,0,5,W
914655,Python|C|C++,5,12,S
1307872,Java,2,7,NA
914657,Python|C|C++,7,7,S
1045730,C|Java,4,9,W
1045732,C++,8,5,NA
914662,Java|C++,51,54,W
1045736,Java,7,16,W
1307881,C|C++,1,4,W
1045740,Java,31,63,W
1438959,Java,0,1,W
1176816,C|C++,6,2,NA
914673,C|C++,1,2,S
1307892,C|Java,5,1,W
1276843,C,0,1,W
914681,C,0,2,NA
1176826,C,0,7,NA
914685,C,7,27,W
914688,JavaScript(Node.js)|C,1,5,W
914689,Java,4,11,W
914691,Python|Text|C++,7,19,S
1145773,C,0,10,NA
914693,Java,6,9,W
914695,C++,8,4,S
914696,C|C++,2,12,S
914697,Python|Ruby,15,28,S
1307915,Java,0,1,W
914700,Perl,1,3,S
914702,Java|C++,0,5,S
914703,Java|C++,3,6,W
914709,Java,1,4,NA
1307928,C,0,3,NA
971014,Java,0,1,NA
1307935,C|Java|C++,3,12,W
1045792,C,3,1,NA
914721,,1,0,NA
1276850,Java,9,11,NA
1045796,C,0,5,NA
1307943,C++,19,23,NA
1276851,Python,1,0,NA
1307946,Java,1,0,W
1307948,Java,0,8,W
914733,Java,0,4,NA
1307950,C,1,4,NA
1364234,C++,6,19,NA
1439027,C,0,1,NA
1439028,C,1,0,W
1045814,C|C++,45,42,NA
914743,Python,2,1,W
1307961,C|Java,23,23,W
1307964,C++,7,8,NA
1307969,C++,15,2,W
1320546,C,0,2,W
1439044,C,0,2,NA
1307973,Java,1,0,NA
943282,C,5,11,W
1176905,Python|C,15,28,W
914762,Python|C|Java|C++,55,163,NA
1342393,C,0,2,NA
914772,C++,0,6,W
1307989,C|Java,2,7,W
914774,C,0,10,S
914781,C,0,1,S
914782,C++,3,5,S
1176930,C|C++,46,21,NA
914790,Python|PHP,3,1,W
1045865,C#,0,1,W
1042496,C,6,6,NA
1308014,Java,1,2,W
1308017,C|Java|C#|C++|Python|PHP,22,43,W
927338,C++,2,9,S
921461,C|Java|C++,2,12,S
1045880,Java,2,2,W
1045881,Python|Java,4,0,W
1439098,C,1,0,NA
1439099,PHP,1,2,W
1308033,Java,0,3,W
1386093,C,1,0,NA
1308037,C++,0,1,W
914823,C,5,60,NA
1308043,Python|C#,0,3,NA
914832,Java,3,9,NA
1308050,Java,1,1,W
914839,Python|C|C++,5,6,S
1308057,Java,1,1,W
1439131,Python,3,0,NA
1189489,Java,1,0,NA
1045919,Python|C,3,7,W
1276871,C,1,1,W
914849,C,2,15,W
1439138,Java,8,6,W
1176996,Java|C++,12,47,W
1439141,C#,0,1,NA
1045926,Python|Ruby|Java,15,17,W
914859,Java,2,15,NA
1308076,Java|C++,3,0,W
1177005,Java,1,27,W
914863,Java,2,6,NA
914865,Python|Ruby|C|PHP|Java,43,182,S
1177012,C++,8,7,NA
1045941,C++,6,1,W
1308086,C|C++,9,4,NA
1308088,Java,0,2,W
914873,C,0,40,S
1308090,Java,1,0,W
1177020,C,1,1,NA
1052399,Python|C,7,14,W
1255031,C,5,17,NA
914882,C|Java|Python|JavaScript|C++|C#,15,30,W
1045955,C|Java|C++,43,68,NA
1080269,C|Java,9,20,W
1177031,Java,0,1,NA
971043,PHP|Java,0,6,S
1014734,C,0,1,NA
1308109,Java,3,10,W
914895,Java,0,3,NA
1014735,C#,0,1,W
1122232,C++,1,0,NA
914899,C,1,9,S
1439190,Java,0,1,W
1045978,C|C++,75,43,NA
1045979,Python|C,22,69,NA
914909,C#|C|PHP|Java,28,51,S
1439198,C,0,2,NA
1045988,C++,4,3,W
1309907,C|Java,0,3,W
1308134,C++,9,12,W
1276884,C,0,11,NA
1439216,C#,0,1,W
1308145,C#,0,2,W
1046002,C|Scala,5,38,NA
914940,C|C++,10,22,S
1308157,Java,0,1,NA
1233196,Java,2,10,W
1308159,C++,1,0,NA
1008756,C,0,4,NA
914945,C,18,86,S
1100411,C++,1,14,NA
1308168,C++,2,2,W
1308171,Java|C++,1,2,W
1308173,Java,1,0,W
1046030,Java,4,6,W
914960,Python|C|C++,46,102,S
992901,C++,1,4,NA
1439256,C,0,2,W
1308187,C|PHP,1,3,W
1046044,C++,3,5,W
1308189,C++,0,1,NA
1177118,Java,0,1,W
1177121,C|Java|C++,23,41,NA
1177123,C++,20,4,NA
1177125,C,7,8,NA
1046054,C++,12,6,NA
1177128,Java,1,1,W
914987,Python|C|Java,42,50,NA
1177132,Java,1,1,W
1046064,C++,1,0,W
1308210,Java,0,2,W
1046068,C,2,2,NA
1177141,Java,2,9,NA
1177144,Java,45,26,W
1177147,C,2,36,NA
915004,C|C++,2,5,S
1308230,Java,7,11,W
921468,C,1,0,S
1320590,C,2,0,W
1177163,Python|C,4,0,W
915021,C,7,19,S
1439310,C,7,5,NA
1177167,PHP,3,3,W
1255055,C,1,2,NA
971066,Python|C,2,26,S
1177172,Python|PHP|Python 3|C++,58,111,W
943101,C++,1,0,S
1439321,C++,1,0,W
1014758,Java,3,2,NA
1308251,C,3,2,NA
1308252,Java,0,2,NA
1046110,,5,10,W
1046112,Python,0,1,W
927378,C|C++,8,11,S
1439331,Java,0,1,NA
1031150,C|C++,4,20,NA
1030582,Ruby|C|Java,6,6,W
1308267,Java,1,1,W
1308269,C,0,2,NA
1439342,C++,1,22,W
1439344,C|Java|C++,6,2,NA
1308274,Java|C++,2,3,W
1308278,C++,5,0,W
1308279,C++,10,12,NA
1439355,Java,0,4,NA
1439356,C,0,1,NA
1308286,C,0,1,NA
1308288,,1,0,W
1308289,Java,0,1,NA
1177219,Java,4,6,W
915078,C,0,3,NA
1439367,C,0,12,NA
1177228,Python|C++,20,12,NA
1308302,C|Java,4,10,W
1439376,Python|C|C++,2,2,W
905541,Java|Python|JavaScript|C++|JavaScript(Node.js)|PHP,20,46,S
1177238,C++,1,6,NA
1439383,C,4,3,NA
1308312,C,1,9,NA
1308314,Java,1,5,NA
1308323,C#|Java,0,4,NA
1308325,,1,0,W
971080,Java,1,5,S
1205165,Java,6,6,W
1046185,,1,0,W
1439403,C++,0,1,NA
1046188,Java,24,48,W
1439405,C,0,1,W
1308335,C#|Java,19,5,W
1255071,Java,0,1,W
1177266,Python|C|Java|C++,25,29,W
1177271,Java|C++,10,21,NA
1046201,Python|C|Java|C++,114,72,NA
1308349,C|C++,1,4,NA
1046208,C|C++,61,26,NA
915137,C,0,2,NA
1308357,PHP|Java,8,11,W
1439431,Java,0,1,W
1308360,C,1,3,NA
1308363,Java,0,2,NA
1177294,C,0,10,NA
1439439,C,0,1,W
949242,Python|Java,2,22,NA
1046227,C++,7,2,W
1177300,JavaScript|C++,10,42,W
1233232,C,0,1,NA
1183344,C++,1,0,NA
1308377,,1,0,NA
1308378,,1,0,NA
1177307,C,6,11,NA
1177308,Java,0,1,NA
1308381,,1,0,NA
1130970,Java,0,1,W
1046241,C++,3,0,W
1308386,,1,0,NA
1439459,C,0,1,NA
1177316,Java,1,0,W
1177317,Python|C,2,12,NA
1046246,C#|C++,6,1,W
1308391,,1,0,W
1439465,C++,0,11,NA
1046250,C#|C|Java|C++,76,68,W
1177324,Java,7,4,W
1308397,Java,0,2,W
1364308,C,0,2,NA
1439471,C|C++,11,5,W
1308400,C,2,3,NA
1308401,Java,2,6,W
1308402,,1,0,NA
915187,Python,3,8,S
1308409,Java,0,3,NA
1308410,,1,0,NA
1308413,,1,0,NA
1439487,C,0,5,NA
1439488,C,0,2,NA
1308424,C++,2,1,W
1253178,Java,0,1,W
1046283,Python|C,4,6,W
1046285,C,2,26,NA
1439503,C,0,10,NA
1308432,,1,0,NA
1046291,Python|C,2,6,NA
1046292,Java,0,2,W
1308443,Java,1,1,W
1439517,C,2,1,W
1046302,Python,2,1,W
1308450,Java,0,3,W
1439524,C++,0,2,NA
1177384,C,5,11,NA
1308458,Ruby|C|Java,5,8,W
1215271,C,0,3,NA
1439538,C,0,1,NA
1439539,C++,2,1,W
1308468,PHP|Java|C++,14,105,W
971104,Java,1,3,S
1439545,Python,2,1,W
1308476,C|C++,8,9,W
1308477,Java,1,4,W
1439551,Java|C++,1,6,NA
1046337,C,1,3,W
1308482,C,4,6,W
1439555,C,2,6,NA
1308484,,1,0,NA
1308485,,1,0,NA
1189560,C,0,3,NA
1046343,Java,2,2,W
1439564,C,5,0,W
1046350,Python|C|Java|Pascal|C++,115,116,NA
1046352,C,9,33,NA
1386170,C,0,1,NA
1308500,C,1,0,W
1046357,C|C++,1,1,NA
1428782,C++,0,3,NA
1046361,C|C++,4,11,NA
1439582,C,2,0,W
1308517,C|Java,3,9,NA
1308519,C++,4,7,NA
1439592,C,0,1,NA
1000039,C,0,5,NA
1318649,C#,1,1,W
915307,C|Java|C++,11,23,S
1233257,PHP,0,1,NA
1177454,C,1,22,NA
1439599,C++,0,1,NA
1046384,C++,11,4,NA
1072178,Java,3,2,W
1308532,,1,0,NA
1177462,C++,5,8,W
1177464,C++,10,9,NA
1439609,C,0,2,W
1046396,Ruby|C++,3,6,NA
915325,C++,1,0,W
1308546,Java,0,1,W
1177477,Python,0,1,W
1308550,C++,28,50,NA
1439623,C,0,1,NA
1046408,C,29,70,NA
1391422,Java,1,0,NA
1308557,C,0,15,NA
1308558,,1,0,NA
1439634,C,6,5,W
1439635,C|C++,0,2,W
1046420,Java,1,0,W
1046421,Python|C|C++,22,116,W
1177495,C++,13,16,W
1014811,Java|C++,8,9,W
992966,Java,0,3,W
1308572,C,1,4,NA
1177501,C|PHP|C++,31,34,W
1439646,C|C++,0,8,W
1308575,C++,2,0,NA
1046433,C++,1,0,NA
971795,Python,1,3,W
915366,C|Java|C++,8,9,S
1308586,Java,4,2,W
1177518,C|C++,1,6,W
1308591,Java,2,4,W
1308593,C++,1,0,W
1046450,C|Perl,1,1,W
1046451,C|C++,38,29,W
1308600,C|C++,6,16,NA
1308601,C++,4,3,NA
1439674,C,0,1,NA
1308603,Java,5,13,W
1308607,C|Java|C++,28,27,W
1308609,,1,0,W
1439684,C|C++,0,3,NA
1046470,C++,6,7,NA
1439688,C,0,1,NA
1177546,Java|C++,17,6,W
1177547,C|C++,58,57,W
1102201,C|Java|C++,26,28,W
1046477,C|Java,8,7,W
1046481,Python|C++,5,5,NA
971130,C|Java|C++,13,3,W
1308627,C|Java,2,2,W
1308628,C|Java,4,9,W
1069875,C,7,23,W
1046489,Java,3,0,W
1145894,C,4,7,NA
1335794,Java,2,9,W
1439709,C,0,2,NA
1046497,C++,6,0,W
1124050,Java,1,2,W
915427,C++,5,12,S
1308646,Java,7,6,NA
1439719,Java,0,5,W
1046505,C,1,0,NA
930211,C|C++,0,7,S
915437,C|Java|C++,16,18,S
915438,C|C++,12,7,S
1046512,C++,4,3,W
1439729,C,0,2,W
1046515,C,3,1,NA
1439732,C++,0,7,NA
1233280,C#|Python|C|Python 3,1,9,W
1439735,C++,0,1,W
1439738,C++,2,2,NA
1046525,C++,46,57,NA
1308670,Java,0,2,NA
1046527,C++,3,6,NA
1046528,C++,6,29,NA
1308673,Java|C++,6,4,W
1429890,C,0,1,W
1046534,Java,4,9,W
1046537,C,0,2,W
1255129,C,5,6,NA
1439759,C|C++,2,8,W
1308693,C,1,1,W
1255131,Java,4,0,W
1439770,Python|C++,1,5,W
1046555,C++,0,2,W
915487,C,3,0,S
1046560,C++,19,28,NA
1439777,C,0,3,W
1046562,C|C++,10,3,NA
992989,PHP,2,3,W
1308711,,1,0,NA
1233289,JavaScript,0,6,W
1439789,C,0,1,W
1046575,C|C++,5,10,W
992991,C,1,1,NA
1308723,Java,0,2,W
1046585,C,0,1,NA
1308731,C|Java|C++,21,21,NA
1046588,Java,4,25,NA
905612,C++,5,9,S
1439807,C,0,5,W
1439810,Python|C,3,0,NA
1046595,C|C++,65,69,W
1046596,C|Java,3,9,W
1046598,C++,6,25,NA
1046599,Java,3,11,W
1439816,C|C++,7,8,W
1439817,C,0,6,W
1439821,C,1,0,NA
1046608,C|C++,37,63,W
1308753,Java,0,7,W
1046610,C|C++,1,2,NA
1308758,,1,0,NA
1308760,,2,0,W
1308765,,1,0,W
1046626,Java,2,3,W
1308771,C,1,5,NA
1349209,C,0,1,NA
1308774,Java,0,2,NA
1046632,Python,1,2,W
1046639,C|C++,32,39,NA
1276991,C++,1,0,NA
1046646,Java,1,0,W
1046657,C,4,3,NA
1308804,C,1,1,NA
1308805,,1,1,W
1046662,C|C++,7,30,W
915599,Python|C|Java,28,29,S
1308816,Java|C++,33,16,NA
1308817,C++,2,0,NA
1439894,Java,0,3,NA
915627,,4,26,NA
1233311,Java,1,2,W
1080395,C,4,7,NA
1046713,C,5,17,NA
993014,Python|C|C++,28,20,NA
1046716,C++,0,7,W
1046720,C#|C|Java,5,1,NA
1308866,Java|C++,6,5,W
1308867,C|Java,7,7,NA
1046724,C,0,2,W
1046725,Java,0,1,NA
1308870,,1,0,W
1046728,Java,4,6,W
1308873,C++,2,1,NA
1046730,Java,2,9,W
915660,Python,2,17,S
1308877,,1,0,W
915663,C|C++,1,14,S
1308880,,1,0,W
1046737,C++,2,3,NA
993018,C++,7,1,W
1046739,Ruby|C++,0,3,NA
1211472,C,0,3,NA
1046743,Python,1,1,W
1386235,C,0,3,NA
1046747,C#,2,5,W
1145937,C|C++,12,7,NA
1021874,C|C++,4,3,NA
1046751,Objective-C|Java|C++,19,11,NA
915681,C,4,18,S
1046756,Java,16,14,W
905640,C++,1,2,S
1046762,C|C++,25,7,NA
1364393,C++,2,1,NA
1046767,C,1,1,NA
1439984,C|C++,13,7,W
1046771,Java,1,7,NA
1046773,PHP,1,4,W
1439990,C,1,0,W
1342550,C|C++,1,2,NA
1308923,Java,0,1,NA
1308924,Java,1,2,NA
971180,Java,8,18,W
1320706,Java,3,2,NA
960772,Java,3,8,S
1046789,C|C++,30,19,NA
1161540,C++,11,7,NA
1069562,C,0,3,NA
1308936,Java,0,2,NA
1046793,C,5,57,NA
1440012,C++,4,8,W
1440013,C,7,1,NA
1046798,Python|C|PHP,7,31,W
1308943,,1,0,W
1046800,C|C++,23,28,W
1046806,C++,10,15,W
1046807,C|C++,1,7,NA
1308953,C|C++,17,37,NA
1255174,C,6,1,NA
1046812,C++,7,3,W
1408092,C,3,2,NA
1087344,Java|C++,9,7,NA
1187728,Java,0,1,W
1308969,Java,1,0,W
1211486,Befunge,0,1,NA
915755,Ruby,2,17,S
1189642,C,1,2,NA
1440051,Java,2,9,NA
1308980,Java,1,0,W
1440057,C|C++,0,7,NA
1440059,Java,0,1,W
1308992,C|C++,10,9,W
1320717,C|Java,0,4,W
987510,Java,9,38,W
1309006,C|Java|C++,18,11,NA
1046867,Java,0,10,NA
1309012,C++,22,53,NA
1124112,Java,1,1,NA
1046876,Java|C++,8,4,W
1309025,C++,9,7,NA
1309026,C,2,1,NA
1309029,C|C++,12,41,NA
1189651,C++,3,2,NA
1309043,C|C++,36,26,W
1046900,Java|C++,5,6,NA
1046901,PHP|Java,9,6,W
1429952,C|Java,0,2,NA
1046905,C++,1,15,NA
1440123,C,0,4,NA
915837,C,1,18,S
1046917,Java,4,1,W
1364419,C|C++,0,2,NA
915849,Python|C,4,0,S
1309067,Java,0,4,NA
915855,,1,0,S
1352382,C|Java,2,3,NA
1386266,C,1,9,NA
1046932,C,5,4,NA
915861,Java,4,5,S
915863,Java,2,16,NA
915865,C++,9,4,S
1309083,,1,0,W
915868,C,1,2,NA
915870,Text|C++,4,4,S
915871,Python|C++,8,22,S
915872,Python|C++,6,2,S
1342578,Python|C|Java|C++,51,47,NA
915877,Python|C|C++,9,17,S
1309094,C++,1,0,NA
